Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
10456,2025-01-15,BUY_59045,UK,Medical Devices,71,128448591,4548,ISO9001,1,0.21,1,0,1,2358,0,0.72,WhatsApp,0.31,0,1,0,0,-0.38
10457,2021-08-06,BUY_46510,Singapore,Medical Devices,3040,140723659,5568,ISO9001,0,0.03,0,1,0,11648,1,0.6,Call,,0,1,1,1,-0.42
10458,2023-10-17,BUY_62192,Japan,Pharmaceuticals,,29533563,257,EU-GMP,1,0.93,1,1,1,14197,0,0.32,Call,0.6,0,1,0,0,0.26
10459,2022-03-03,BUY_38336,Canada,Medical Devices,2044,110913882,2448,None,1,0.61,1,Unknown,1,9106,1,0.68,,0.78,0,0,1,0,0.53
10460,2024-03-06,BUY_10664,France,IT Software,340,189600053,3863,None,0,0.75,1,1,0,5527,0,0.92,LinkedIn,,0,1,0,0,-0.49
10461,2023-04-03,BUY_64596,UK,Medical Devices,,40433227,4049,None,0,0.76,1,Unknown,1,6494,0,0.77,LinkedIn,0.81,0,1,0,1,0.67
10462,2023-01-15,BUY_62210,Australia,IT Software,,97874471,3888,GDPR,0,0.03,1,1,1,1160,1,0.78,LinkedIn,NA,0,0,0,1,0.88
10463,2021-04-13,BUY_49114,Netherlands,Solar,,75195789,4089,IEC,1,0.67,0,Unknown,0,19365,1,0.89,Call,,0,1,1,0,0.39
10464,2021-12-02,,UK,Electronics,,24915104,527,None,1,0.32,0,1,1,18653,1,0.56,Call,0.94,1,0,0,0,-0.38
10465,2021-05-13,BUY_54471,Singapore,Chemicals,,183207957,5463,REACH,0,0.68,0,Unknown,1,1865,0,0.93,,NA,1,1,0,1,-0.25
10466,2021-10-01,BUY_63191,USA,IT Software,739,67413369,58,SOC2,0,0.41,1,0,1,3707,1,0.36,,NA,0,1,1,0,0.62
10467,2023-11-05,BUY_76563,Singapore,Pharmaceuticals,,159109310,1738,EU-GMP,1,0.49,1,1,0,8547,1,0.46,LinkedIn,0.67,0,0,1,0,0.02
10468,2022-01-19,BUY_83165,UAE,Engineering,7408,169441152,4258,CE,0,0.05,0,1,0,13767,1,0.18,WhatsApp,,0,1,0,1,-0.49
10469,2022-06-28,BUY_11448,UK,Medical Devices,884,187993791,5801,None,1,0.18,0,1,1,13359,1,0.61,LinkedIn,NA,0,0,0,0,0.51
10470,2021-05-12,BUY_51768,Canada,Textiles,,121257318,1967,None,1,0.27,1,1,0,11789,1,0.68,LinkedIn,,1,0,1,0,0.08
10471,2024-10-17,BUY_54347,USA,Auto Parts,,8178403,4345,ISO9001,1,0.64,1,0,1,14630,1,0.33,WhatsApp,NA,1,1,1,0,0.86
10472,2023-01-27,BUY_13341,Germany,Textiles,,124943291,2828,None,1,0.59,0,Unknown,0,10355,1,0.11,,0.18,0,0,1,0,-0.43
10473,2024-03-18,BUY_61555,Netherlands,Machinery,5790,125337766,3563,None,1,0.14,0,0,1,3526,0,0.8,LinkedIn,NA,1,1,1,1,0.04
10474,2023-07-15,BUY_86930,Australia,IT Software,,104729544,958,None,0,0.62,0,1,0,4645,0,0.01,WhatsApp,NA,1,1,1,0,0.22
10475,2024-05-22,BUY_46810,Germany,Textiles,,52070514,2173,ISO9001,0,0.16,0,Unknown,1,10888,0,0.1,WhatsApp,,1,1,0,0,-0.85
10476,2021-06-19,BUY_93743,Singapore,Auto Parts,,82121586,4293,ISO9001,1,0.74,0,1,0,9909,1,0.84,Call,,0,1,1,1,-0.48
10477,2022-04-02,BUY_95314,Netherlands,Pharmaceuticals,3574,86517351,6966,FDA,0,0.95,1,Unknown,0,10448,1,0.79,Call,,0,0,0,1,0.36
10478,2023-11-06,BUY_46528,Japan,Medical Devices,7161,145553588,3606,None,1,0.78,0,1,0,10628,0,0.97,,0.82,1,0,1,1,0.14
10479,2021-06-13,BUY_18826,Netherlands,Medical Devices,,106720667,3392,None,0,0.6,1,1,0,16428,1,0.52,Call,NA,1,1,0,0,-0.27
10480,2022-08-30,BUY_25085,UK,Auto Parts,,110199377,144,ISO9001,1,0.01,1,Unknown,1,15587,1,1,,,0,1,1,0,-0.21
10481,2021-04-29,BUY_14477,Singapore,Solar,,91213541,2514,TUV,0,0.79,0,0,1,19860,0,0.57,Call,0.97,0,0,0,1,-0.68
10482,2022-12-16,BUY_35655,UAE,Textiles,,26437933,6912,ISO9001,1,0.96,1,0,1,13952,0,0.46,,NA,1,1,1,0,0.68
10483,2024-11-16,BUY_82312,Australia,Engineering,7828,111431313,5694,ISO14001,0,0.6,1,Unknown,0,19311,0,0.85,,NA,1,0,0,0,0.17
10484,2023-03-06,BUY_46678,Italy,Machinery,,8300331,4300,ISO9001,0,0.9,1,Unknown,0,14898,0,0.88,WhatsApp,0.58,0,0,0,0,-0.19
10485,2023-08-20,BUY_92312,Canada,Machinery,5969,159052458,935,None,1,0.78,0,0,1,15378,1,0.91,Email,NA,1,1,1,0,-0.57
10486,2021-02-21,BUY_57734,UK,Textiles,,112166006,5174,None,1,0.15,1,Unknown,1,5753,1,0.56,Email,0.39,1,1,1,0,-0.74
10487,2022-08-22,BUY_94933,UK,Pharmaceuticals,4346,168488469,1194,None,0,0.56,1,Unknown,1,15086,0,0.25,LinkedIn,,1,0,0,0,0.8
10488,2022-06-18,BUY_52249,Germany,Medical Devices,,169736641,5148,ISO9001,1,0.12,0,0,1,3529,1,0.47,WhatsApp,0.43,0,0,1,0,0.48
10489,2023-07-02,BUY_13104,Japan,Pharmaceuticals,,188293908,5582,FDA,0,0,1,Unknown,1,15829,0,0.07,Email,,1,1,0,1,0.97
10490,2021-02-17,BUY_94542,Canada,Medical Devices,,125671037,4090,None,1,0.39,0,0,1,1318,1,0.09,WhatsApp,,1,0,1,1,-0.34
10491,2021-09-26,BUY_41359,UK,Textiles,7402,122927111,4308,ISO9001,0,0.49,0,1,1,14294,1,0.67,LinkedIn,0.11,1,0,1,0,-0.49
10492,2022-09-23,BUY_62764,France,IT Software,4366,14902102,2020,ISO27001,0,0.27,0,1,1,19049,0,0.49,,0.16,0,1,1,1,-0.95
10493,2023-02-25,,Australia,Textiles,,194492092,757,None,0,0.47,1,0,1,13312,1,0.06,LinkedIn,0.77,1,1,1,0,0.3
10494,2023-11-09,BUY_46421,UAE,Solar,7857,165134507,6896,None,1,0.73,0,1,0,7910,0,0.06,Email,,0,1,0,0,-0.89
10495,2024-04-21,BUY_39001,UAE,Chemicals,3336,12431588,5706,ISO14001,1,0.67,0,Unknown,1,6513,1,0.39,Email,,1,0,1,1,0.87
10496,2023-06-24,BUY_24328,Italy,Machinery,4724,17296727,3597,None,0,0.28,1,1,0,7679,1,0.99,LinkedIn,,0,1,0,1,0.77
10497,2022-01-26,BUY_61848,USA,Pharmaceuticals,409,169565086,4192,WHO-GMP,1,0.97,1,0,0,2056,1,0.2,WhatsApp,,1,0,1,1,-0.09
10498,2022-02-05,BUY_14241,France,Electronics,,65627196,5149,ISO9001,0,0.19,0,Unknown,1,14720,1,0.31,,0.24,1,1,1,0,0.43
10499,2021-06-15,BUY_24712,Netherlands,Pharmaceuticals,,156473438,1314,FDA,0,0.95,0,Unknown,0,13699,1,0.1,Email,0.6,0,0,0,1,0.54
10500,2021-09-18,BUY_84005,Italy,IT Software,,187042935,785,ISO27001,1,0.27,1,1,0,6223,1,0.17,,,1,1,0,1,-0.86
10501,2024-05-30,BUY_86601,Australia,Auto Parts,,180626130,433,ISO9001,0,0.16,1,0,0,2133,1,0.13,Call,0.6,0,1,1,0,0.64
10502,2023-11-04,BUY_69368,France,Auto Parts,610,127867547,1555,None,1,0.89,1,1,0,5313,1,0.75,Call,,0,1,1,0,0.89
10503,2025-01-13,BUY_57066,Australia,Medical Devices,,115519050,6324,ISO9001,0,0.12,0,1,1,11503,1,0.3,LinkedIn,NA,0,0,0,0,0.6
10504,2023-12-31,BUY_16161,UK,Chemicals,7066,93226993,1675,ISO14001,1,0.18,1,Unknown,0,16518,1,0.05,WhatsApp,,0,1,0,1,-0.98
10505,2023-12-02,BUY_89398,Canada,Machinery,,159142530,5982,ISO9001,0,0.34,1,0,1,1234,1,0.87,Call,NA,0,1,1,0,-0.36
10506,2023-10-03,BUY_68466,Singapore,Solar,5981,42557652,2967,None,0,0.85,0,Unknown,1,6889,1,0.03,WhatsApp,0.32,1,1,1,0,-0.89
10507,2021-02-22,BUY_53787,France,IT Software,,86259264,3767,GDPR,0,0.43,0,Unknown,1,11722,1,0.4,WhatsApp,0.82,1,1,1,0,0.86
10508,2022-02-15,BUY_24046,Germany,IT Software,2227,134323895,947,SOC2,1,0.31,0,1,1,10607,1,0.95,Email,0.62,1,0,0,1,-0.02
10509,2022-02-28,BUY_28360,Netherlands,Auto Parts,,113481778,5360,ISO9001,0,0.34,0,0,0,18468,0,0.39,Email,,1,0,1,0,0.52
10510,2021-12-03,BUY_33521,France,Machinery,988,48362337,558,ISO9001,0,0.77,0,Unknown,1,17099,0,0.03,Call,0.62,1,0,1,1,0.25
10511,2022-05-13,BUY_47509,UK,Medical Devices,4323,20957356,3428,ISO9001,1,0.32,1,Unknown,1,4272,1,0.06,Email,,1,1,0,1,-0.48
10512,2025-01-09,BUY_48293,Italy,Medical Devices,7598,121885302,877,None,1,0.86,1,1,1,12994,0,0.38,LinkedIn,,1,1,0,0,-0.7
10513,2022-01-14,BUY_82785,UAE,Pharmaceuticals,,3838692,1795,WHO-GMP,1,0.22,0,0,0,8799,0,0.42,LinkedIn,0.67,0,0,1,1,0.85
10514,2024-05-17,,France,Machinery,3779,19912841,3802,None,0,0.39,1,0,0,3632,0,0.82,,NA,0,1,1,1,0.6
10515,2024-07-25,BUY_94804,Canada,Solar,,58036840,4678,None,0,0.99,0,Unknown,1,10682,1,0.66,LinkedIn,NA,1,1,1,0,0.36
10516,2021-01-19,BUY_30658,USA,Solar,,168431166,6607,TUV,1,0.14,0,Unknown,1,8786,1,0.96,,NA,0,0,1,1,-0.62
10517,2025-02-03,BUY_85790,Canada,Electronics,4634,79743429,2372,ISO9001,1,0.24,1,1,1,14370,0,0.82,WhatsApp,,1,0,1,0,-0.59
10518,2022-03-14,BUY_55765,Canada,Chemicals,7832,31819925,5519,None,0,0.9,1,0,1,14261,1,0.02,WhatsApp,NA,1,1,1,0,-0.49
10519,2024-08-12,BUY_38673,UK,Medical Devices,7317,151106852,876,None,1,0.52,1,Unknown,0,12265,0,0.91,Email,,0,0,1,0,-0.67
10520,2023-12-12,BUY_20914,USA,Pharmaceuticals,1916,152728055,1667,EU-GMP,1,0.78,1,0,0,10557,0,0.37,WhatsApp,0.31,1,0,1,0,-0.52
10521,2021-01-12,BUY_28115,UK,Solar,1678,128280315,2142,None,1,0.67,0,1,1,2212,0,0.15,,0.58,0,0,1,1,0.37
10522,2023-04-18,BUY_85709,France,Chemicals,673,47970398,4789,ISO14001,1,0.31,0,1,0,1806,0,0.06,Call,NA,0,1,1,0,-0.58
10523,2022-06-18,BUY_87481,Singapore,Electronics,,166610689,4204,ISO9001,1,0.28,1,1,1,15619,0,0.72,Call,NA,1,1,1,0,0.66
10524,2023-07-21,BUY_48725,France,Pharmaceuticals,3210,174542810,3784,EU-GMP,0,0.93,1,0,0,4878,1,0.87,WhatsApp,,1,0,1,0,-0.88
10525,2022-10-21,BUY_56456,Singapore,Textiles,5898,149312447,4102,ISO9001,0,0.74,0,0,0,8997,0,0.58,Email,0.06,1,1,1,0,0.79
10526,2022-05-31,BUY_88531,USA,Machinery,,75035941,2448,ISO9001,0,0.41,1,1,1,17250,1,0.9,WhatsApp,0.47,0,1,0,0,0.3
10527,2024-11-29,BUY_66294,UAE,Textiles,,94940042,5768,ISO9001,1,0.3,0,Unknown,1,19128,0,0.34,Call,0.23,0,1,1,1,-0.05
10528,2023-11-15,BUY_77837,France,Engineering,,107641122,5846,ISO9001,1,0.17,0,0,0,5777,1,0.26,Call,0.33,0,1,1,0,-0.28
10529,2021-07-10,BUY_31455,Australia,Textiles,1142,83233305,5813,ISO9001,1,0.43,0,1,1,3256,0,0.55,Call,,0,1,1,1,-0.75
10530,2022-10-29,BUY_65685,Canada,Textiles,,73144561,3111,ISO9001,1,0.45,1,0,0,908,0,0.53,LinkedIn,,1,0,0,0,0.17
10531,2022-07-17,,Netherlands,Auto Parts,852,127065109,244,ISO9001,1,0.49,1,Unknown,0,1333,0,0.42,Call,,1,1,1,0,-0.22
10532,2023-01-16,BUY_93139,Netherlands,Electronics,,38528383,3003,ISO9001,1,0.52,0,Unknown,1,967,1,0.66,LinkedIn,NA,1,1,0,0,-0.88
10533,2022-03-06,,Singapore,Solar,6688,85261240,3994,IEC,0,0.08,0,Unknown,1,3904,1,0.75,LinkedIn,,0,1,1,0,-0.63
10534,2024-06-20,BUY_51875,Australia,Electronics,,118239632,4497,ISO9001,0,0.41,1,0,1,5882,1,0.17,LinkedIn,NA,1,1,1,0,0.65
10535,2023-04-11,BUY_67835,Canada,Electronics,3728,35931023,159,ISO9001,0,0.21,1,1,0,7916,1,0.5,,NA,1,1,0,0,0.51
10536,2023-06-11,BUY_48078,Netherlands,Machinery,,176169481,289,ISO9001,0,0.3,0,0,0,181,1,0.3,,,1,0,1,0,0.74
10537,2024-10-20,BUY_67191,UAE,Engineering,,47627890,6836,CE,0,0.31,1,0,1,15722,1,0.75,,NA,1,0,1,1,0.67
10538,2023-04-21,BUY_83931,Netherlands,Auto Parts,6200,191919328,6201,None,1,0.61,0,1,0,1450,1,0.71,LinkedIn,0.69,0,0,1,1,0.29
10539,2023-06-26,BUY_49275,UAE,Chemicals,,34278897,2941,None,1,0.95,0,Unknown,1,11225,0,0.45,,NA,0,1,0,1,0.13
10540,2022-11-05,BUY_34494,Germany,Auto Parts,,106580331,3854,None,0,0.08,1,Unknown,1,7922,0,0.41,LinkedIn,0.21,0,1,1,1,0.55
10541,2021-01-05,BUY_86696,France,Pharmaceuticals,,123352391,4706,EU-GMP,1,0.91,0,1,0,16072,0,0.52,,0.31,0,0,1,1,-0.48
10542,2022-11-14,BUY_93358,UAE,Pharmaceuticals,3400,77097245,3339,WHO-GMP,1,0.79,0,Unknown,1,767,1,0.53,LinkedIn,,0,1,0,0,-0.9
10543,2021-12-09,BUY_34891,Italy,Engineering,,173385808,6056,None,0,0.79,0,0,1,10526,0,0.62,LinkedIn,,1,0,0,1,-0.32
10544,2021-05-04,BUY_38912,France,Solar,,108374877,3211,UL,0,0.51,1,Unknown,0,12388,1,0.73,LinkedIn,0.75,1,1,0,0,0.81
10545,2021-02-20,BUY_33618,USA,Machinery,2508,149560657,409,ISO9001,0,0.48,1,0,1,926,0,0.87,,0.51,0,0,1,0,0.55
10546,2023-11-10,BUY_39822,France,Engineering,,88528328,5274,ISO9001,1,0.83,0,1,0,6114,1,0.9,LinkedIn,NA,1,1,1,0,-0.05
10547,2024-05-02,BUY_66452,France,IT Software,4550,133879894,2782,SOC2,0,0.45,1,Unknown,0,17221,0,0.21,Email,0.29,0,1,1,1,0.09
10548,2024-10-15,BUY_41240,Singapore,Machinery,,96910353,6010,ISO9001,0,0.61,0,1,1,6598,0,0.87,Email,,1,0,1,1,-0.6
10549,2023-11-18,BUY_20925,UAE,Auto Parts,3716,171857090,5045,ISO9001,0,0.29,0,Unknown,1,7828,0,0.25,LinkedIn,,1,0,0,0,-0.43
10550,2024-05-28,BUY_65603,USA,Solar,,100069184,1756,None,1,0.94,0,0,1,9121,1,0.49,WhatsApp,0.18,0,1,0,1,0.77
10551,2022-03-01,BUY_96253,Singapore,Electronics,392,136202480,4798,ISO9001,0,0.38,1,1,1,8963,0,0.1,Call,0.36,0,1,1,1,-0.42
10552,2022-04-23,BUY_94937,USA,Engineering,7519,25177854,1788,ISO14001,0,0.56,1,1,0,18953,0,0.87,WhatsApp,NA,1,1,1,0,-0.78
10553,2024-11-27,BUY_64442,UAE,Pharmaceuticals,3421,109006348,4264,None,1,0.16,1,Unknown,1,10807,1,0.17,WhatsApp,NA,0,0,0,0,-0.8
10554,2023-06-04,BUY_27132,Japan,IT Software,5654,4725830,2546,ISO27001,0,0.96,0,0,0,1819,0,0.11,WhatsApp,NA,1,1,1,1,-0.03
10555,2024-02-24,BUY_87224,UAE,Chemicals,,173623826,2475,ISO14001,0,0.72,1,1,1,10133,1,0.1,Email,NA,0,0,0,1,-0.38
10556,2023-01-21,,Canada,IT Software,3836,63601651,4412,SOC2,0,0.2,1,Unknown,0,8536,1,0.05,,0.71,0,0,0,1,0.63
10557,2021-08-14,BUY_27749,Italy,Pharmaceuticals,,164907716,3761,WHO-GMP,1,0.53,1,Unknown,1,7854,1,0.56,WhatsApp,0.8,0,1,0,1,0.29
10558,2021-09-08,BUY_73881,UK,Solar,6582,75975464,2489,None,1,0.47,0,1,1,11520,1,0.32,Email,,1,1,1,1,0.58
10559,2024-07-09,BUY_73725,Canada,IT Software,,103210569,790,SOC2,1,0.96,0,1,1,9841,0,0.9,Call,,0,1,0,1,-0.28
10560,2023-10-11,BUY_83522,Germany,Textiles,,189969686,3042,ISO9001,1,0.8,1,1,0,11875,1,0.5,,NA,0,1,1,1,-0.96
10561,2024-10-16,BUY_26034,Japan,Solar,,42640178,2116,None,0,0.94,1,Unknown,0,17071,1,0.17,,0.08,0,0,1,0,-0.32
10562,2022-10-15,BUY_47201,Canada,Auto Parts,,69128728,5820,None,0,0.41,1,Unknown,0,8128,0,0.63,WhatsApp,0.95,0,0,0,0,-0.78
10563,2022-02-11,BUY_12907,Netherlands,Chemicals,1648,168500194,5830,RoHS,0,0.02,1,0,0,13042,0,0.36,Email,,1,1,0,0,-0.9
10564,2021-12-22,BUY_10338,Japan,Medical Devices,,176250735,3572,ISO9001,1,0.33,0,Unknown,1,1846,0,0.92,,,0,0,1,1,0.25
10565,2022-11-08,BUY_70226,Germany,Machinery,3589,133480251,3579,None,0,0.71,1,Unknown,1,1312,0,0.85,WhatsApp,0.68,0,0,1,1,0.69
10566,2021-05-07,BUY_76688,Netherlands,Electronics,7764,96864392,3053,None,0,0.2,1,1,0,9813,0,0.12,WhatsApp,NA,1,1,0,1,-0.32
10567,2025-02-03,BUY_37805,Netherlands,Engineering,,107313053,5772,ISO14001,1,0.89,0,0,1,8534,0,0.77,,NA,1,0,0,1,0.18
10568,2021-11-04,BUY_71087,Singapore,Solar,,119056042,3293,None,0,0.44,0,1,0,308,1,0.25,LinkedIn,0.65,0,1,0,1,0.79
10569,2024-01-03,BUY_91929,Singapore,Auto Parts,6706,173042606,4731,None,0,0.79,1,Unknown,0,12711,0,0.81,Email,0.82,0,0,1,1,0.36
10570,2024-05-19,BUY_21585,UK,Auto Parts,,72758224,2761,ISO9001,0,0.27,1,1,0,8337,0,0.08,Call,0.87,1,1,1,0,-0.92
10571,2021-02-04,BUY_99389,Singapore,Pharmaceuticals,5464,81221323,2157,FDA,0,0.13,1,Unknown,0,12827,1,0.69,Email,NA,0,1,1,1,-0.99
10572,2021-06-13,BUY_35119,Italy,Textiles,,72490314,103,ISO9001,1,0.42,0,Unknown,0,10829,1,0.01,,0.62,1,0,0,1,-0.16
10573,2022-03-20,BUY_98923,UK,Solar,5900,119516861,3478,None,0,0.65,0,1,1,1851,1,0.36,,,0,0,1,1,0.11
10574,2024-01-22,BUY_83576,Germany,Medical Devices,5747,68813977,6387,None,0,0.57,0,0,0,9798,0,0.08,Call,NA,0,0,1,1,0.83
10575,2022-07-25,BUY_78805,UAE,Electronics,3657,18343783,3732,None,1,0.47,0,Unknown,0,16530,1,0.33,Call,,0,0,0,1,0.79
10576,2023-01-18,BUY_34791,USA,Pharmaceuticals,,182089496,272,None,0,0.83,0,1,1,2785,1,0.9,LinkedIn,NA,1,1,1,1,0.61
10577,2022-10-26,BUY_81430,Australia,Textiles,,199636641,749,ISO9001,0,0.13,0,0,1,3390,0,0.99,WhatsApp,0.38,0,0,1,0,-0.6
10578,2023-01-21,BUY_43520,USA,Pharmaceuticals,,74593922,843,EU-GMP,0,0.34,0,Unknown,1,2507,0,0.23,Email,,1,1,0,1,-0.75
10579,2021-01-27,BUY_62454,UAE,Auto Parts,,197173687,6901,ISO9001,1,0.74,0,1,0,15636,0,0.11,Email,NA,0,1,1,1,0.78
10580,2022-10-25,BUY_18536,Canada,Chemicals,,84993323,4954,RoHS,1,0.14,0,Unknown,0,8733,0,0.29,,,1,0,0,1,0.96
10581,2023-01-17,BUY_15073,USA,Chemicals,7564,35499104,6375,ISO14001,1,0.67,0,1,1,8348,0,0.24,LinkedIn,NA,0,0,0,1,-0.75
10582,2025-02-05,BUY_24844,Australia,Machinery,7372,114578321,3280,ISO9001,1,0.42,1,Unknown,1,15527,0,0.49,WhatsApp,0.14,1,1,1,0,-0.17
10583,2021-03-01,BUY_31707,Japan,Auto Parts,6665,74230398,3066,ISO9001,1,0.76,1,0,0,3556,1,0.27,Call,NA,0,1,0,1,0.59
10584,2024-03-04,BUY_38016,Germany,Electronics,,28685758,676,ISO9001,1,0.91,1,1,1,1664,1,0.14,LinkedIn,0.16,1,0,0,1,0.83
10585,2021-02-14,BUY_77373,Japan,Machinery,,97178230,6107,None,1,0.64,0,Unknown,1,7840,1,0.59,Email,,0,0,1,1,0.08
10586,2021-07-19,BUY_28908,France,IT Software,1886,22849356,126,GDPR,1,0.1,1,1,1,12866,0,0.49,LinkedIn,NA,0,0,0,1,-0.99
10587,2023-09-26,BUY_48966,UK,Textiles,1141,103793568,2375,None,1,0.6,1,0,0,1533,0,0.21,Call,NA,1,1,1,1,-0.06
10588,2024-06-15,,Italy,Chemicals,802,190836709,6916,None,1,0.99,0,0,1,9425,0,0.94,WhatsApp,,1,1,0,1,-0.2
10589,2023-06-05,BUY_80867,Singapore,Auto Parts,5207,35896909,3388,None,1,0.49,0,0,0,16542,0,0.13,Email,,0,0,0,0,-0.61
10590,2022-10-16,BUY_11201,Australia,Chemicals,,128262844,3742,ISO14001,1,0.49,0,Unknown,0,5313,1,0.18,,0.06,0,1,0,0,-0.4
10591,2021-12-01,BUY_11852,UK,Machinery,,164628727,2812,None,1,0.78,1,1,1,15290,1,0.1,WhatsApp,NA,1,0,0,0,-0.97
10592,2022-03-15,BUY_84209,Canada,Textiles,,173297644,5511,None,1,0.97,1,Unknown,1,15618,0,0.81,Email,,0,1,0,1,-0.11
10593,2023-11-14,BUY_62554,USA,Chemicals,,4239946,374,RoHS,1,0.66,0,0,1,11815,1,0.81,,0.1,0,1,1,1,-0.56
10594,2023-09-11,BUY_44897,Japan,Solar,6166,39838215,6310,TUV,0,0.52,0,Unknown,1,5762,0,0.83,LinkedIn,,1,0,0,1,0.06
10595,2023-01-30,BUY_77991,Japan,Medical Devices,,74902319,6304,None,0,0.07,1,Unknown,0,11240,0,0.6,Email,0.43,0,1,1,0,-0.38
10596,2023-06-27,BUY_90113,Germany,Auto Parts,,90891980,4868,None,1,0.69,0,Unknown,1,3693,1,0.78,,,0,0,0,0,0.82
10597,2021-01-14,BUY_17560,Australia,Textiles,,178311764,1967,None,1,0.95,0,Unknown,0,4714,1,0.93,,0.09,0,1,1,0,-0.76
10598,2023-10-19,BUY_54102,Singapore,Textiles,7170,54025152,6350,ISO9001,1,0.48,1,Unknown,1,2569,0,0.98,Email,0.77,0,1,0,1,-0.5
10599,2022-04-24,BUY_90093,Germany,Medical Devices,6949,134662556,1434,ISO9001,1,0.24,1,Unknown,0,9892,0,0.45,Call,NA,0,1,1,1,0.43
10600,2024-01-23,BUY_33917,UK,Solar,6096,25078726,5284,IEC,1,0.93,1,1,1,18052,1,0.16,,0.61,0,0,1,0,0.08
10601,2021-11-27,BUY_55993,USA,Machinery,,197405182,4736,None,0,0.63,1,0,1,1666,0,0.38,WhatsApp,0.56,0,0,1,1,-0.14
10602,2022-08-23,BUY_78075,Germany,Pharmaceuticals,,144843192,619,WHO-GMP,1,0.85,0,Unknown,1,10752,0,0.98,LinkedIn,,1,0,0,1,-0.42
10603,2025-01-13,BUY_55225,UK,IT Software,,127612828,6951,SOC2,1,0.19,1,Unknown,0,2178,0,0.92,WhatsApp,0.36,1,1,1,1,-0.05
10604,2024-12-26,BUY_30083,Germany,Pharmaceuticals,4142,38917859,4139,WHO-GMP,1,0.77,1,Unknown,0,11516,1,0.53,Call,NA,1,1,1,1,-0.6
10605,2024-06-02,BUY_76394,UK,Pharmaceuticals,,42692363,56,None,0,0.7,1,1,0,14270,1,0.94,LinkedIn,0.21,1,1,1,1,0.21
10606,2022-01-27,BUY_78974,Singapore,Machinery,,43903605,1878,ISO9001,0,0.08,1,1,1,17662,0,0.11,WhatsApp,0.19,0,0,0,1,0.24
10607,2021-05-14,BUY_65199,Canada,Auto Parts,926,37691564,4984,ISO9001,0,0.45,1,0,1,2580,1,0.99,Call,0.34,0,0,0,0,-0.25
10608,2022-07-26,BUY_18948,USA,Solar,,10483022,2963,UL,1,0.69,0,0,0,10140,1,0.19,LinkedIn,0.33,1,0,0,0,0.08
10609,2021-12-14,BUY_10248,Australia,IT Software,4081,20894210,5144,ISO27001,1,0.55,0,Unknown,1,9138,0,0.37,,NA,0,0,1,1,0.8
10610,2022-08-17,BUY_79135,Japan,IT Software,5689,119611517,5347,ISO27001,1,0.86,1,0,1,3080,0,0.43,Email,NA,1,1,0,0,-0.15
10611,2021-07-31,BUY_31897,Singapore,Chemicals,180,75192345,3146,RoHS,0,0.13,0,1,0,11095,0,0.25,WhatsApp,NA,1,0,0,0,-0.31
10612,2021-06-25,BUY_93484,Japan,IT Software,,141174699,2020,GDPR,1,0.14,1,Unknown,0,8484,0,0.45,LinkedIn,0.05,1,1,1,0,0.68
10613,2024-06-18,BUY_96673,Germany,Machinery,4289,63015361,2788,ISO9001,1,0.9,1,0,0,14108,0,0.75,Email,0.72,0,0,0,1,0.9
10614,2021-04-01,BUY_98751,Canada,Pharmaceuticals,4345,178504828,2698,WHO-GMP,1,0.22,1,1,1,3824,0,0.43,Email,,0,1,1,0,0.67
10615,2022-06-03,BUY_79734,UK,Machinery,4065,2866141,2823,None,0,0.15,1,Unknown,0,568,0,0.74,LinkedIn,,1,0,0,0,-0.61
10616,2022-04-18,BUY_26618,Netherlands,IT Software,,199589041,5050,None,0,0.3,1,1,1,17048,1,0.77,LinkedIn,NA,1,1,1,1,0.82
10617,2023-03-18,BUY_84815,USA,Chemicals,4278,92434096,3552,RoHS,0,0.73,0,1,0,11502,0,0.88,WhatsApp,,0,0,1,0,-0.48
10618,2024-10-19,BUY_72016,Singapore,Textiles,,33378748,3392,ISO9001,1,0.13,0,0,1,10153,1,0.5,WhatsApp,NA,1,0,0,1,-0.07
10619,2022-06-02,BUY_83461,Singapore,Solar,,113932960,3646,IEC,0,0.57,1,0,1,7777,1,0.99,Email,NA,0,1,0,0,-0.36
10620,2021-04-25,BUY_91195,Canada,Machinery,5049,45750935,4408,None,0,0.43,1,0,0,7584,1,0.93,Call,,1,0,1,0,0.01
10621,2022-07-29,BUY_81279,Germany,IT Software,,136042688,6173,SOC2,1,0.19,0,Unknown,1,13532,0,0.95,Email,NA,0,0,1,0,-0.15
10622,2022-09-30,BUY_96905,France,Medical Devices,2675,35235814,1307,None,0,0.5,0,1,0,16328,1,0.12,Email,0.12,1,1,1,0,-0.06
10623,2022-08-29,BUY_83662,Singapore,Medical Devices,6151,83062282,1549,ISO9001,1,0.24,0,1,0,868,1,0.17,Email,,1,1,0,0,0.94
10624,2021-05-08,BUY_70883,Netherlands,Engineering,,135281752,2690,ISO14001,1,0.64,1,0,0,16183,0,0.61,WhatsApp,NA,0,0,1,0,-0.26
