Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,   ,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift
162,2024-12-18,EXP_1989,Punjab,IT Software,1,,530944,314,None,1,0.05,0,3639,12956,0,0.4,,3830,-0.79,-0.89,0,0,0.85
163,2025-01-02,EXP_6905,Haryana,Pharmaceuticals,0,,70787045,201,None,1,0.23,0,20495,12370,1,0.97,464881,4377,0.88,0.17,1,0,0.96
164,2023-02-01,EXP_4195,Rajasthan,Electronics,0,2827,24802064,279,ISO9001,1,0.38,0,7470,3972,1,0.57,633998,1156,-0.76,0.28,1,0,0.34
165,2023-04-03,EXP_2891,Delhi,Medical Devices,,,73058285,862,None,1,0.37,0,2373,3600,1,0.1,NA,2298,-0.02,-0.47,1,0,-0.29
166,2024-02-10,EXP_9810,Haryana,Chemicals,,,62687516,1304,ISO14001,1,0.84,0,22204,7295,1,0.13,NA,2820,-0.42,0.83,1,1,-0.48
167,2021-03-21,EXP_9629,Delhi,Machinery,0,,30502819,1476,None,1,0.87,1,16374,3271,0,0.64,205201,1427,-0.21,-0.62,0,0,-0.81
168,2023-09-24,EXP_4342,Tamil Nadu,IT Software,0,846,14157451,1625,GDPR,0,0.9,1,7862,1387,1,0.14,NA,4379,-0.09,0.68,1,0,-0.98
169,2022-01-13,EXP_5965,Rajasthan,Solar,,1208,17961370,253,IEC,1,0.01,0,8316,5107,0,0.33,NA,1051,0.58,-0.2,1,0,0
170,2024-11-08,EXP_4254,Rajasthan,Electronics,1,3920,26167667,1238,None,1,0.39,0,15291,7205,0,0.42,NA,3329,-0.18,0.44,1,0,0.59
171,2024-07-11,EXP_4642,Delhi,IT Software,0,6302,25436285,1561,None,0,0.87,0,416,839,0,0.65,127652,4453,0.93,-0.23,1,1,0.7
172,2023-12-27,EXP_9886,Karnataka,Textiles,0,4617,66487146,744,ISO9001,1,0.42,1,5097,5206,1,0.97,,2950,-0.73,-0.12,1,0,0.6
173,2023-10-13,EXP_9656,Gujarat,Auto Parts,0,,54460778,892,ISO9001,1,0.22,0,6641,2326,1,0.34,NA,2889,0.81,0.9,1,0,-0.35
174,2022-09-29,EXP_8104,Haryana,Medical Devices,,,61658433,1454,ISO9001,0,0.04,0,14494,12445,1,0.3,NA,650,-0.38,-0.2,0,1,0.5
175,2024-08-01,EXP_1828,Haryana,Machinery,1,,52634313,1095,ISO9001,0,0.34,0,4049,7106,1,0.39,471417,4817,0.26,-0.3,1,1,0.24
176,2024-11-25,EXP_1204,Maharashtra,Chemicals,1,7092,72083022,564,REACH,1,0.82,0,16246,14059,1,0.74,,275,-0.22,0.58,0,0,-0.67
177,2023-05-26,EXP_8051,Maharashtra,Chemicals,,3913,24615795,1314,RoHS,0,0.68,1,17043,5984,0,0.07,473640,4241,-0.85,0.99,1,0,0.02
178,2023-02-10,EXP_8842,Delhi,Medical Devices,,6187,49496356,1686,None,1,0.25,0,18118,5451,0,0.16,,1440,0.35,-0.31,0,1,0.88
179,2023-05-29,EXP_9507,Telangana,Pharmaceuticals,1,5794,54049487,327,WHO-GMP,0,0.84,1,3624,6553,1,0.34,480689,47,0.82,-0.93,0,0,-0.58
180,2023-03-12,EXP_7068,Rajasthan,Chemicals,,2354,47276418,1457,ISO14001,1,0.52,0,1907,3426,1,0.52,,4643,-0.36,0.57,0,0,-0.18
181,2023-01-27,EXP_9004,Karnataka,Pharmaceuticals,,,16799585,619,None,0,0.68,0,15506,1484,1,0.93,,2315,0.95,0.7,1,1,0
182,2022-07-18,EXP_9817,Telangana,Engineering,0,,53498238,432,ISO14001,0,0.67,0,3287,10972,0,0.04,NA,2161,-0.12,-0.13,1,0,0.8
183,2024-07-19,EXP_5439,Rajasthan,Medical Devices,0,,28730279,312,None,1,0.84,0,14090,2512,0,0.03,,1495,-0.38,-0.7,1,0,0.99
184,2021-03-27,EXP_9038,Haryana,Engineering,1,4521,38263276,821,CE,0,0.09,0,19153,9464,1,0.88,711468,4951,0.7,-0.71,1,0,-0.93
185,2023-02-01,EXP_6695,Punjab,IT Software,1,3388,22870015,1446,SOC2,1,0.88,0,21096,3483,0,0.72,391673,2794,-0.5,-0.22,0,1,0.75
186,2022-11-30,EXP_4663,Gujarat,Engineering,1,782,43682866,1058,CE,1,0.78,0,15821,14761,0,0.15,NA,1875,0,0.52,1,1,-0.19
187,2021-10-01,EXP_6047,Haryana,Electronics,,2198,41277413,1036,ISO9001,0,0.65,0,24395,6181,0,0.24,698227,1403,0.04,-0.93,0,0,0.62
188,2022-05-13,EXP_3372,Maharashtra,Medical Devices,0,,62949750,700,ISO9001,1,0.35,0,12954,1354,0,0.4,,367,0.34,-0.75,1,1,-0.95
189,2023-02-01,EXP_7280,Maharashtra,Medical Devices,0,,74447125,659,ISO9001,1,0.27,0,12259,9234,0,0.76,536098,203,-0.32,-0.19,1,1,-0.52
190,2022-03-20,EXP_5295,Haryana,IT Software,1,5664,54914860,1794,ISO27001,1,0.01,0,4159,6914,1,0.41,498625,4702,0.58,-0.21,0,1,0.26
191,2024-01-22,EXP_5809,Maharashtra,Electronics,1,4157,48943252,1396,None,1,0.84,0,11680,7324,1,0.08,NA,3190,-0.1,-0.5,1,0,-0.39
192,2021-01-17,EXP_5029,Haryana,Electronics,0,1696,26750923,1382,None,1,0.72,0,18861,8980,1,0.87,NA,4141,-0.01,-0.96,0,1,0.57
193,2023-06-27,EXP_6304,Maharashtra,Chemicals,0,7357,21182898,1214,REACH,1,0.2,0,876,12820,0,0.29,,1145,-0.75,-0.06,0,0,0.02
194,2022-08-26,EXP_6891,Tamil Nadu,Auto Parts,1,,55517188,41,ISO9001,0,0.49,1,4504,951,1,0.09,704545,4663,-0.8,-0.9,1,1,-0.25
195,2021-02-09,EXP_4936,Rajasthan,Pharmaceuticals,,497,546964,234,WHO-GMP,1,0.75,0,22476,11884,0,0.64,510099,3270,-0.64,0.4,0,0,-0.54
196,2022-07-22,EXP_7442,Tamil Nadu,Auto Parts,1,,42240700,740,ISO9001,0,0.46,0,22177,84,1,0.42,,1709,0.63,0.68,0,1,-0.25
197,2024-03-28,EXP_4977,Haryana,Solar,,,35496375,1906,IEC,0,0.64,0,6102,1675,0,0.82,99162,2741,0.67,0.2,1,0,-0.71
198,2024-08-03,EXP_2693,Delhi,Machinery,0,,39644098,409,ISO9001,0,0.75,0,5264,2603,0,0.86,22448,1189,0.3,-0.44,1,0,-0.47
199,2024-10-26,EXP_9403,Karnataka,Medical Devices,0,,6482563,912,None,1,0.35,0,16813,6762,0,0.77,,86,-0.89,0.86,0,1,-0.96
200,2021-09-20,EXP_4593,Telangana,Medical Devices,0,6047,16810008,326,None,0,0.84,1,16166,12994,0,0.58,635793,702,0.18,-0.92,0,0,-0.77
201,2021-03-20,EXP_8838,Karnataka,IT Software,0,,76109844,1771,ISO27001,1,0.69,0,24784,10787,1,0.49,,3948,0.37,0.04,0,1,0.64
202,2023-11-23,EXP_2303,Rajasthan,Machinery,,,53145394,415,None,1,0.72,0,16822,13728,1,0.15,,1965,-0.63,0.25,0,1,0.08
203,2021-03-04,EXP_1394,Maharashtra,IT Software,0,3308,26167479,812,ISO27001,1,0.42,0,16188,7666,1,0.85,NA,1832,0.17,0.68,0,0,0.49
204,2022-12-18,EXP_3328,Maharashtra,Engineering,1,,38623103,1885,ISO14001,0,0.06,1,13901,6682,0,0.54,,2689,-0.03,-0.32,1,1,0.27
205,2021-11-23,EXP_7848,Gujarat,Chemicals,,1818,3931493,1527,REACH,0,0.12,0,10589,11645,0,0.1,511889,2327,-0.52,0.79,1,1,-0.2
206,2021-05-12,EXP_3855,Maharashtra,Pharmaceuticals,1,4232,23014282,407,FDA,1,0.2,0,22133,430,1,0.47,395398,1867,0.99,0.65,1,1,0.79
207,2024-08-08,EXP_3760,Tamil Nadu,Pharmaceuticals,,3854,31078644,782,FDA,0,0.31,1,287,12045,0,0.01,NA,4252,-0.58,-0.6,1,1,0.88
208,2022-10-26,EXP_8593,Telangana,Pharmaceuticals,,2640,22352479,1734,EU-GMP,0,0.22,1,16284,10408,1,0.97,,3814,0.9,-0.57,0,1,0.51
209,2021-12-21,EXP_4858,Gujarat,Electronics,,2300,8047127,671,ISO9001,1,0.65,0,23550,13613,0,0.71,NA,3824,0.9,0.86,0,1,0.75
210,2021-11-01,EXP_6044,Haryana,Medical Devices,,3050,9677457,1450,None,0,0.68,0,19913,8848,0,0.56,NA,3255,0.22,0.78,1,0,0.3
211,2021-05-20,EXP_4079,Tamil Nadu,Pharmaceuticals,0,,5286928,1959,None,0,0.8,1,17649,1623,1,0.03,203799,4012,0.04,-0.92,1,0,-0.73
212,2023-12-03,EXP_4380,Tamil Nadu,Auto Parts,1,3245,75172991,1728,ISO9001,1,0.05,1,8687,13416,1,0.32,NA,2449,0.42,-0.67,1,1,-0.56
213,2025-01-23,EXP_7683,Karnataka,Pharmaceuticals,0,,50350502,1843,None,1,0.32,1,7499,4982,0,0.49,143503,4977,-0.57,0.83,1,0,-0.61
214,2024-12-16,EXP_4639,Telangana,Auto Parts,1,3979,53151603,562,None,0,0.11,0,4019,4729,1,0.57,402647,1245,-0.7,-0.39,1,0,-0.01
215,2021-07-01,EXP_9733,Punjab,Engineering,0,3730,25150669,1142,None,1,0.04,1,11650,2016,0,0.15,,975,0.13,-0.66,0,1,0.49
216,2022-10-15,EXP_2345,Haryana,Machinery,1,5239,9839107,235,ISO9001,1,0.51,1,23213,1267,1,0.44,453954,4926,0.95,0.05,0,0,0.7
217,2022-02-18,EXP_8615,Tamil Nadu,Electronics,,,56771625,652,ISO9001,0,0.56,1,12980,133,1,0.4,NA,1413,0.47,-0.8,0,0,0.74
218,2022-07-29,EXP_3088,Maharashtra,Pharmaceuticals,,,28274957,513,None,1,0.39,1,18171,3118,0,0.26,861358,4773,-0.67,-0.89,1,1,-0.36
219,2024-01-02,EXP_9000,Karnataka,Medical Devices,,1042,41485742,1825,None,0,0.38,1,5877,8740,1,0.66,421725,4534,-0.81,0.94,0,1,-0.32
220,2024-10-01,EXP_6742,Punjab,Pharmaceuticals,0,1986,33280478,1091,WHO-GMP,1,0.63,1,13327,12014,1,0.17,NA,4518,-0.87,0.98,1,0,-0.35
221,2021-12-26,EXP_5428,Karnataka,Pharmaceuticals,0,700,8394538,711,EU-GMP,1,0.92,0,19048,13200,1,0.99,66235,2322,0.31,0.92,0,1,-0.99
222,2022-12-08,EXP_9837,Tamil Nadu,IT Software,0,,22934984,469,None,0,0.19,0,17203,3210,0,0.38,NA,3096,0.52,-0.5,0,1,-0.81
223,2024-09-02,EXP_7067,Tamil Nadu,Textiles,,1924,20509297,1929,ISO9001,0,0.76,0,12352,12392,0,0.69,NA,1561,0.42,-0.88,1,1,0.65
224,2022-01-05,EXP_7683,Rajasthan,Electronics,0,,54511519,1929,ISO9001,1,0.94,0,17732,5986,1,0.48,879170,733,-0.09,0.62,1,1,-0.12
225,2023-12-07,EXP_7029,Maharashtra,Textiles,,7040,5161195,1205,None,1,0.45,1,1756,878,1,0.17,NA,459,-0.06,0.34,1,1,0.1
226,2024-03-24,EXP_4066,Telangana,Auto Parts,0,,28838577,1650,ISO9001,1,0.87,0,17892,12957,1,0.47,,4649,-0.04,-0.51,1,0,0.17
227,2022-04-18,EXP_9202,Haryana,Textiles,,,62406029,1668,ISO9001,0,0.62,1,20265,8405,1,0.02,871371,1220,0.77,-0.86,1,1,-0.25
228,2021-03-01,EXP_3249,Karnataka,Textiles,1,3374,29569382,1964,None,0,0.91,0,1290,6284,1,0.34,NA,3046,-0.42,-0.78,0,1,0.14
229,2023-02-07,EXP_7739,Rajasthan,Pharmaceuticals,1,1127,76752304,1922,EU-GMP,0,0.54,0,22857,13795,0,0.37,NA,1409,0.17,0.76,0,0,0.7
230,2024-09-10,EXP_9890,Maharashtra,Machinery,1,1570,29454284,623,None,0,0.23,0,4620,7447,1,0.32,13305,170,0.59,-0.31,0,1,0.89
231,2024-05-16,EXP_7733,Karnataka,Medical Devices,1,,76479559,1908,None,1,0.82,1,9659,7259,0,0.59,,406,0.27,-0.31,0,1,-0.92
232,2022-04-27,EXP_3688,Delhi,IT Software,,1378,20163267,1312,SOC2,1,0.47,1,3614,14770,0,0.53,,2532,-0.19,-0.36,0,1,0.51
233,2023-07-09,EXP_8768,Punjab,IT Software,,,44125445,491,None,0,0.95,0,15260,14168,1,0.08,,4923,0.11,-0.96,0,0,0.3
234,2024-01-09,EXP_2564,Gujarat,Machinery,0,,76584050,566,None,1,0.35,1,12885,4669,1,0.03,,1627,0.27,0.86,0,1,-0.07
235,2024-03-12,EXP_8720,Karnataka,IT Software,0,,77914363,1006,None,0,0.56,0,8120,8836,0,0.65,NA,4485,-0.8,0.75,0,0,0.28
236,2024-11-23,EXP_6461,Delhi,IT Software,1,5053,2548828,660,None,0,0.94,0,5956,3702,1,0.9,723742,3486,-0.8,-0.55,0,1,0.05
237,2021-06-24,EXP_7032,Gujarat,Textiles,0,,22463539,417,None,0,0.95,0,21583,8296,0,0.36,NA,307,0.41,0.21,0,0,1
238,2022-05-08,EXP_3579,Delhi,Machinery,0,7952,32897483,1864,None,0,0.44,0,21900,10207,0,0.87,,2178,0.27,0.02,0,0,0.41
239,2022-12-28,EXP_3690,Maharashtra,IT Software,1,1578,23860766,121,SOC2,1,0.32,0,19778,12476,1,0.8,,735,0.53,-0.31,1,0,-0.45
240,2022-08-28,EXP_2554,Rajasthan,Electronics,,3509,52649734,518,None,1,0.1,1,1428,1499,1,0.26,NA,781,-0.11,0.8,1,1,0.93
241,2021-03-01,EXP_3854,Tamil Nadu,Chemicals,0,4424,30166095,1767,ISO14001,0,0.12,1,18629,1806,0,0.06,NA,3319,0.16,0.26,1,0,-0.58
242,2023-07-12,EXP_3419,Telangana,Electronics,,6478,37410657,1340,None,1,0.28,0,2557,9284,1,0.54,,1081,0.52,-0.23,0,1,-0.9
243,2024-09-05,EXP_1002,Tamil Nadu,Pharmaceuticals,,,42198202,1568,WHO-GMP,1,0.94,0,8563,3604,1,0.86,620561,1116,0.09,-0.97,0,1,-0.48
244,2024-02-03,EXP_8891,Maharashtra,Solar,,,72415677,132,IEC,0,0.22,1,12539,6835,0,0.41,NA,3251,-0.09,0.97,0,1,0.21
245,2023-06-13,EXP_4805,Delhi,Textiles,0,,49703367,863,ISO9001,0,0.24,0,24611,6633,0,0.86,700189,4834,0.38,0.31,1,0,-0.48
246,2021-06-24,EXP_5782,Tamil Nadu,Electronics,1,,40346273,1101,None,0,0.18,1,2146,10039,1,0.75,NA,1739,0.93,0.17,1,1,0.22
247,2024-03-02,EXP_7164,Karnataka,IT Software,0,,68179087,702,ISO27001,0,0.53,0,23834,9427,0,0.26,160209,4905,-0.13,-0.43,0,0,-0.27
248,2021-10-18,EXP_8744,Gujarat,Solar,1,8259,23542691,1888,IEC,1,0.98,1,15952,9766,0,0.1,,933,0.44,0.9,1,1,-0.56
249,2021-10-22,EXP_5106,Gujarat,Pharmaceuticals,0,,58846968,1927,EU-GMP,0,0.77,1,20312,4611,0,0.9,,871,0.23,-0.77,1,0,0.07
250,2021-08-16,EXP_2338,Tamil Nadu,IT Software,,,10627186,882,SOC2,0,0.01,1,4667,1502,1,0.03,,1064,0.36,0.9,1,1,-0.79
251,2021-08-03,EXP_5700,Maharashtra,Engineering,0,,16741921,1692,ISO14001,0,0.12,0,13035,7978,1,0.67,98710,4724,0.82,0.27,0,0,0.23
252,2024-07-29,EXP_4522,Karnataka,Solar,,8719,38202729,1175,UL,1,0.51,1,15854,8432,1,0.33,,2932,0.27,0.96,0,0,0
253,2022-05-25,EXP_6051,Haryana,Pharmaceuticals,,1129,3931659,1958,EU-GMP,1,0.76,1,13121,14343,0,0.57,,1658,-0.01,-0.77,1,0,-0.01
254,2024-03-26,EXP_1001,Punjab,IT Software,,,33293678,387,GDPR,0,0.61,1,17706,2565,0,0.69,NA,156,-0.69,0.02,1,0,0.6
255,2022-11-17,EXP_8205,Haryana,IT Software,0,,25118891,767,ISO27001,0,0.6,0,18505,14154,0,0.29,NA,3428,0.46,0.17,0,0,0.83
256,2023-05-11,EXP_8837,Tamil Nadu,Textiles,,1353,7378231,1348,None,1,0.78,0,14504,960,0,0.69,,3942,0.91,-0.04,1,1,-0.39
257,2022-11-14,EXP_7980,Rajasthan,Pharmaceuticals,0,,16069315,1433,FDA,1,0.39,0,20566,602,1,0.07,NA,1821,-0.98,-0.83,0,0,0.57
258,2024-10-19,EXP_7030,Punjab,Auto Parts,1,587,32479205,1817,ISO9001,0,0.65,1,1839,14777,0,0.08,584975,2534,0.74,-0.93,1,1,-0.3
259,2023-02-24,EXP_7216,Maharashtra,Chemicals,1,,40395318,460,ISO14001,1,0.06,1,18422,5035,1,0.18,,4911,0.82,-0.13,1,0,0.27
260,2022-05-04,EXP_4379,Punjab,Medical Devices,0,5026,6205580,1603,ISO9001,1,0.36,1,4605,14939,1,0.14,660404,755,0.5,0.73,1,1,-0.44
261,2024-04-27,EXP_5301,Tamil Nadu,Textiles,0,8498,9617712,1946,ISO9001,1,0.68,0,13643,12216,0,0.44,,2283,-0.24,0.05,1,1,0.66
262,2022-04-29,EXP_5653,Rajasthan,Electronics,1,,590510,341,None,1,0.39,1,24771,11870,1,0.88,816534,4785,-0.96,0.13,1,1,-0.51
263,2021-10-12,EXP_3545,Haryana,Medical Devices,0,7770,61614930,1459,ISO9001,0,0.5,1,19005,1212,0,0.24,NA,4748,0.32,-0.12,0,0,0.03
264,2023-03-15,EXP_3836,Telangana,IT Software,0,8482,65854984,1979,ISO27001,1,0.89,0,1788,9964,0,0.38,NA,478,0.39,-0.01,1,0,-0.62
265,2021-02-13,EXP_6213,Delhi,Textiles,,,76706007,1349,None,0,0.92,0,11769,9700,0,0.51,,4892,-0.76,0.42,1,0,-0.55
266,2022-11-07,EXP_3811,Delhi,Textiles,1,8348,32230107,143,ISO9001,0,0.71,0,8582,11726,1,0.73,,1977,-0.22,-0.45,0,1,-0.2
267,2023-05-09,EXP_1527,Karnataka,Auto Parts,1,7638,53801454,524,ISO9001,1,0.46,1,15121,2582,1,0.08,NA,4657,-0.46,0.41,0,1,-0.32
268,2024-06-08,EXP_8624,Maharashtra,Solar,1,,74757757,1234,IEC,1,0.61,0,7570,1776,0,0.48,NA,4797,-0.44,0.62,0,1,0.76
269,2022-05-13,EXP_1751,Maharashtra,Auto Parts,1,3998,15251626,1328,None,0,0.18,0,24601,878,0,0.23,,115,-0.67,0.55,1,0,-0.13
270,2024-06-16,EXP_5924,Delhi,Machinery,0,440,45107818,396,ISO9001,1,0.31,0,20040,5717,0,0.33,,2569,0.15,-0.19,1,0,-0.35
271,2023-01-07,EXP_7873,Telangana,Auto Parts,1,,51425031,1463,None,1,0.43,0,18481,5666,1,0.14,809125,4642,-0.63,0.36,0,0,-0.85
272,2021-11-13,EXP_4392,Delhi,Electronics,0,,73534857,645,None,0,0.47,0,16881,5612,1,0.86,811910,4558,-0.83,-0.14,1,1,-0.05
273,2024-09-14,EXP_4838,Tamil Nadu,Medical Devices,,,64369045,930,ISO9001,1,0.93,0,21370,3834,0,0.79,10129,1724,-0.23,-0.43,1,0,0.94
274,2024-06-01,EXP_5247,Haryana,Chemicals,1,50,34291151,135,ISO14001,1,0.91,1,5253,1690,1,0.12,120862,2765,-0.63,0.48,1,0,0.84
275,2024-08-04,EXP_1735,Gujarat,Chemicals,0,,8765768,833,RoHS,1,0.04,1,9506,106,1,0.59,842895,708,0.32,-0.97,1,1,0.24
276,2024-03-22,EXP_9283,Punjab,Auto Parts,,,42653784,1061,ISO9001,0,0.06,0,9511,3818,1,0.6,656224,3621,0.37,0.44,1,1,0.12
277,2022-05-26,EXP_5289,Karnataka,Chemicals,,,52678276,363,RoHS,0,0.88,0,23644,2784,1,0.42,178474,4248,1,-0.94,1,0,0.17
278,2023-11-17,EXP_9013,Karnataka,Auto Parts,1,,40981935,1660,None,1,0.88,0,669,7779,0,0.44,,629,-0.21,0.15,0,0,-0.78
279,2023-08-29,EXP_8817,Rajasthan,Solar,0,,69805158,1022,None,0,0.87,0,225,8025,0,0.47,,4992,-0.81,0.19,0,1,-0.53
280,2022-05-26,EXP_3022,Haryana,Pharmaceuticals,0,8295,36849687,1806,EU-GMP,1,0.07,0,22623,4659,0,0.95,666911,2069,-0.92,0.8,1,1,-0.23
281,2024-04-24,EXP_6659,Delhi,Electronics,0,,21491518,1121,ISO9001,1,0.72,0,13259,9993,0,0.29,535321,2912,-0.03,0.77,0,1,0.61
282,2021-04-27,EXP_7582,Karnataka,Chemicals,,,79948754,1600,RoHS,0,0.14,1,7227,10405,1,0.53,NA,3256,0.03,-0.79,1,0,-0.1
283,2022-12-30,EXP_4988,Karnataka,Machinery,,,72072198,755,ISO9001,0,0.71,1,15767,698,0,0.26,138692,859,-0.22,0.28,0,1,-0.66
284,2024-05-24,EXP_3973,Punjab,Electronics,0,5500,6734849,1300,ISO9001,0,0.29,0,13480,14442,1,0.07,NA,1406,-0.95,-0.94,0,1,0.87
285,2022-05-13,EXP_2818,Rajasthan,IT Software,1,,57746574,832,GDPR,1,0.85,0,24760,13080,0,0.75,564546,4337,-1,0.68,1,1,0.93
286,2024-12-09,EXP_1140,Tamil Nadu,IT Software,,2808,2773419,1832,GDPR,0,0.23,1,24798,5195,0,0,,3207,-0.09,0.42,0,0,-0.75
287,2022-02-20,EXP_8138,Rajasthan,Pharmaceuticals,0,7733,47829908,1649,None,1,0.22,1,7354,12035,0,0.48,365954,126,-0.74,-0.74,1,0,0.7
288,2024-05-11,EXP_2050,Haryana,Machinery,,,17396893,1363,None,1,0.57,0,9614,1239,1,0.86,,665,-0.28,-0.44,0,1,0.47
289,2022-11-20,EXP_6903,Tamil Nadu,Chemicals,1,5499,36435595,225,RoHS,0,0.43,0,19498,10281,1,0.08,NA,3225,-0.88,0.34,1,0,0.01
290,2021-07-11,EXP_6155,Rajasthan,Chemicals,0,,51775025,496,None,1,0.72,0,1417,11107,0,0.78,,3366,0.5,-0.63,1,1,0.8
291,2022-05-18,EXP_1113,Karnataka,Textiles,1,8438,10318124,694,None,1,0.38,1,5570,8875,0,0.39,NA,4075,-0.15,0.99,0,1,-0.8
292,2023-12-01,EXP_7526,Rajasthan,Electronics,0,,70590720,369,None,1,0.49,0,23475,14070,0,0.64,,3430,0.93,-0.1,0,0,-0.77
293,2024-02-17,EXP_7697,Gujarat,Pharmaceuticals,0,,61698572,144,None,1,0.95,0,20928,1456,1,0.97,NA,2884,-0.89,0.49,0,1,-1
294,2022-06-29,EXP_7300,Tamil Nadu,IT Software,,,63628105,1165,SOC2,0,0.21,1,14850,4743,0,0.15,NA,3173,0.11,-0.19,0,1,-0.77
295,2023-11-27,EXP_1682,Haryana,Solar,1,7556,33430345,266,TUV,1,0.31,1,577,10529,1,0.11,,2448,0.28,-0.56,0,0,0.44
296,2021-09-18,EXP_2384,Maharashtra,Engineering,1,,34966210,1021,None,0,0.94,0,6564,1865,0,0.1,74710,2761,-0.67,0.67,1,0,0.61
297,2021-08-12,EXP_6855,Haryana,Textiles,0,,79416757,201,ISO9001,1,0.87,1,1832,13732,1,0,NA,1685,0.1,-0.66,1,1,0.97
298,2024-07-16,EXP_2439,Gujarat,Textiles,1,1609,25455376,1171,ISO9001,0,0.89,1,20358,2382,1,0.43,NA,269,-0.58,-0.93,0,1,-0.88
299,2022-11-15,EXP_7662,Haryana,Machinery,,,58951074,256,None,1,0.57,0,20754,2370,1,0.82,NA,221,-0.29,-0.82,0,1,0.71
300,2021-04-26,EXP_4089,Karnataka,Machinery,1,5011,20319518,1621,ISO9001,0,0.19,1,8150,10962,1,0.4,NA,1613,0.84,-0.89,0,0,-0.61
301,2024-12-15,EXP_9955,Rajasthan,Electronics,1,7320,34844192,1152,None,0,0.15,1,4798,6291,1,0.17,814539,3663,0.66,0.25,0,0,-0.14
302,2022-07-30,EXP_1982,Tamil Nadu,Pharmaceuticals,1,,40103238,1456,None,1,0.51,0,4467,11142,0,0.05,NA,3465,0.08,-0.45,0,0,-0.03
303,2023-03-28,EXP_9577,Karnataka,Auto Parts,,,49581652,753,None,0,0.52,0,6459,933,0,0.54,NA,2187,-0.73,-0.48,1,1,0.94
304,2023-12-10,EXP_3259,Rajasthan,Machinery,0,,39991166,1179,None,1,0.53,1,3422,6938,0,0.35,NA,1078,-0.35,0.34,1,1,0.81
305,2024-09-11,EXP_7267,Rajasthan,Solar,,,76671221,1417,TUV,0,0.69,1,10794,12222,1,0.14,656687,2409,-0.08,0.92,1,1,-0.14
306,2022-12-21,EXP_8480,Rajasthan,Engineering,,,15510768,860,ISO9001,1,0.24,0,24908,9062,1,0.67,NA,4024,0.86,-0.22,1,1,0.52
307,2023-07-02,EXP_7325,Gujarat,Medical Devices,0,,64911984,1203,None,1,0.51,1,19891,1572,0,0.02,NA,2141,-0.83,0.14,0,0,0.65
308,2023-10-13,EXP_5414,Delhi,IT Software,0,,45610005,60,SOC2,0,0.65,1,7363,4696,1,0.41,NA,3801,-0.75,0.71,0,0,0.01
309,2024-10-11,EXP_9896,Karnataka,Machinery,0,2516,78023636,1208,ISO9001,1,0.88,0,7020,529,0,0.79,,2842,0.07,0.69,1,0,0.98
310,2024-08-18,EXP_1985,Punjab,IT Software,1,3470,64525632,877,ISO27001,1,0.32,1,14859,14193,1,0.47,168160,2666,0.81,0.37,0,1,0.76
311,2024-11-19,EXP_2407,Telangana,Textiles,1,4776,42763198,1611,None,0,0.9,0,2450,3980,1,0.74,496689,2162,-0.77,-0.47,1,1,0.4
312,2021-11-17,EXP_5492,Telangana,Pharmaceuticals,,2523,38875610,908,EU-GMP,0,0.04,0,14902,9887,1,0.12,694492,4290,0.1,-0.67,0,0,-0.29
313,2023-05-21,EXP_5766,Haryana,Machinery,1,,9846156,950,ISO9001,1,0.21,1,19101,10874,1,0.29,NA,3186,-0.2,-0.38,0,0,-0.03
314,2023-04-07,EXP_6007,Rajasthan,Electronics,,,12565696,1058,None,0,0.43,0,5472,13238,0,0.4,,3434,-0.12,-0.74,1,0,0.32
315,2025-01-18,EXP_1702,Delhi,Electronics,1,3588,16049094,1903,None,0,0.89,0,22429,9565,1,0.98,,3822,0.36,-0.44,1,1,-0.04
316,2022-12-10,EXP_3121,Punjab,Medical Devices,,4371,56473093,745,None,1,0.91,0,10300,3352,1,0.14,,3793,-0.19,0.01,1,0,-0.64
317,2021-11-09,EXP_2125,Gujarat,Chemicals,0,333,60347283,1868,None,0,0.59,0,6499,71,0,0.52,,4294,-0.52,-0.47,0,0,-0.16
318,2023-09-05,EXP_3573,Rajasthan,Medical Devices,0,,23184354,702,ISO9001,1,0.83,0,3833,14233,0,0.14,699182,4254,0.85,0.55,0,1,-0.16
319,2024-11-22,EXP_2381,Punjab,Machinery,,5193,71594011,1832,None,0,0.46,1,9320,8645,0,0.18,345649,2581,0.79,0.15,0,1,-0.83
320,2024-08-23,EXP_9453,Maharashtra,Solar,1,3529,32748709,389,IEC,1,0.21,1,12561,1342,0,0.68,NA,2199,-0.47,-0.66,1,1,-0.1
321,2021-03-31,EXP_1572,Gujarat,Auto Parts,1,,60397035,1190,None,0,0.99,0,3794,4118,0,0.96,312963,4950,0.88,0.6,0,1,-0.42
322,2021-11-07,EXP_9521,Haryana,Medical Devices,,,74726105,1886,None,1,0.2,1,16141,11547,1,0.34,60233,4884,-0.76,0.71,1,0,-0.65
323,2021-10-23,EXP_6192,Punjab,Textiles,,,10062666,1639,ISO9001,0,0.03,0,7974,10602,1,0.97,525792,2586,0.35,0.47,1,0,-0.01
